|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
8762|THE|"data/parsed/22/wsj_2275.mrg|1|4"|[ The Communications Workers ] of America ratified a new regional contract and all but one of the local agreements with Bell Atlantic Corp .|Workers|pl|NNP|[u'person.n.01']||NP|[]|['NNPS']|False|[]|['of', 'America']|['Communications']|[]|NN|True|True|False|2|True|PP|of|ratified||0.0|ZERO|THE
8767|THE|"data/parsed/22/wsj_2275.mrg|1|47"|The Communications Workers of America ratified a new regional contract and all but one of [ the local agreements ] with Bell Atlantic Corp .|agreement|pl|NN|[u'statement.n.01']||NP|[]|['JJ']|False|[]|['with', 'Bell']|['local']|['one', 'of']|NN|False|True|False|5|False|PP|with|ratified|False|0.714285714286|ZERO|THE
8795|THE|"data/parsed/22/wsj_2275.mrg|8|4"|[ The CWA ] represents 40,000 Nynex workers and the IBEW represents 20,000 workers .|CWA|sg|NNP|||S|[]|[]|True|[]|[u'represent', '40,000']|[]|[]|NN|True|False|False|0|False|||represents||0.0|ZERO|THE
8797|THE|"data/parsed/22/wsj_2275.mrg|8|22"|The CWA represents 40,000 Nynex workers and [ the IBEW ] represents 20,000 workers .|IBEW|sg|NNP|||S|[]|[]|False|[]|[u'represent', '20,000']|[]|[u'worker', 'and']|NN|True|False|False|0|False|||represents||0.583333333333|ZERO|THE
8847|THE|"data/parsed/22/wsj_2276.mrg|8|12"|By 10:10 , [ the Dow Industrials ] were off 63.52 points , and the stock of UAL Corp. , whose troubles had kicked off Friday 's plunge , still had n't opened .|Industrials|pl|NNP|||S|[]|['NNP']|False|[]|[u'be', 'off']|['Dow']|['10:10', ',']|NN|True|False|False|0|False|||were||0.1|ZERO|THE
8853|THE|"data/parsed/22/wsj_2276.mrg|9|20"|But then , as quickly as [ the Dow ] had fallen , it began to turn around .|Dow|sg|NNP|||S|[]|[]|True|[]|[u'have', u'fall']|[]|['quickly', 'as']|NN|True|False|False|0|False|||had||0.375|ZERO|THE
8865|THE|"data/parsed/22/wsj_2276.mrg|12|13"|The Big Board handled [ the huge volume ] without any obvious strain , in sharp contrast to Black Monday of 1987 .|volume|sg|NN|[u'measure.n.02']||VP|[]|['JJ']|True|[]|['without', 'any']|['huge']|['Board', u'handle']|NN|False|False|False|0|False|||handled|True|0.210526315789|ZERO|THE
8871|THE|"data/parsed/22/wsj_2276.mrg|13|23"|But the rally was largely confined to [ the blue-chip stocks , ] which had been hard hit during Friday 's selling frenzy .|stock|pl|NN|[u'framework.n.03']||NP|[',']|['JJ']|True|[',']|['which', u'have']|['blue-chip']|[u'confine', 'to']|NN|False|True|False|11|False|SBAR|which|was|True|0.368421052632|ZERO|THE
9039|THE|"data/parsed/22/wsj_2276.mrg|44|12"|In London , [ the view ] from the trading floor of an American securities firm , Jefferies & Co. , also was troubling .|view|sg|NN|[u'orientation.n.02']||NP|[]|[]|False|[]|['from']|[]|['London', ',']|NN|False|True|False|14|False|PP|from|was|False|0.136363636364|ZERO|THE
9070|THE|"data/parsed/22/wsj_2276.mrg|50|35"|Futures markets in Chicago had opened at a level suggesting [ the Dow ] would fall by about 60 points .|Dow|sg|NNP|||S|[]|[]|False|[]|['would', 'fall']|[]|['level', u'suggest']|NN|True|False|False|0|False|||would||0.555555555556|ZERO|THE
9074|THE|"data/parsed/22/wsj_2276.mrg|51|27"|With sell orders piled up from Friday , [ about half the stocks ] in the Dow could n't open on time .|stock|pl|NN|[u'framework.n.03']||NP|[]|['IN', 'PDT']|True|[]|['in']|['about', 'half']|['Friday', ',']|NN|False|True|False|3|False|PP|in|could|True|0.444444444444|ZERO|THE
9075|THE|"data/parsed/22/wsj_2276.mrg|51|40"|With sell orders piled up from Friday , about half the stocks in [ the Dow ] could n't open on time .|Dow|sg|NNP|||PP|[]|[]|True|[]|"['could', ""n't""]"|[]|[u'stock', 'in']|NN|True|False|False|0|False|||could||0.65|ZERO|THE
9084|THE|"data/parsed/22/wsj_2276.mrg|54|13"|Ten minutes later , [ the Dow ] hit bottom - down 63.52 points , another 2.5 % .|Dow|sg|NNP|||S|[]|[]|True|[]|['hit', 'bottom']|[]|['later', ',']|NN|True|False|False|0|False|||hit||0.25|ZERO|THE
9109|THE|"data/parsed/22/wsj_2276.mrg|58|66"|Shortly after 10 a.m. , the Major Market Index , a Chicago Board of Trade futures contract of 20 stocks designed to mimic [ the DJIA , ] exploded upward .|DJIA|sg|NNP|||VP|[',']|[]|False|[',']|[u'explode', 'upward']|[]|['to', 'mimic']|NN|True|False|False|0|False|||to||0.851851851852|ZERO|THE
9112|THE|"data/parsed/22/wsj_2276.mrg|59|29"|Stock traders were buoyed -- because an upturn in [ the MMI ] had also started the recovery in stocks on the Tuesday following Black Monday .|MMI|sg|NNP|||PP|[]|[]|False|[]|[u'have', 'also']|[]|['upturn', 'in']|NN|True|False|False|0|False|||had||0.375|ZERO|THE
9115|THE|"data/parsed/22/wsj_2276.mrg|59|59"|Stock traders were buoyed -- because an upturn in the MMI had also started the recovery in stocks on [ the Tuesday ] following Black Monday .|Tuesday|sg|NNP|[u'weekday.n.01']||PP|[]|[]|False|[]|[u'follow', 'Black']|[]|[u'stock', 'on']|NN|True|False|False|0|False|||had||0.791666666667|ZERO|THE
9117|THE|"data/parsed/22/wsj_2276.mrg|60|4"|[ `` The MMI ] has gone better , '' shouted a trader in the London office of Shearson Lehman Hutton .|MMI|sg|NNP|||S|[]|['``']|True|[]|[u'have', u'go']|['``']|[]|NN|True|False|False|0|False|||has||0.0|ZERO|THE
9172|THE|"data/parsed/22/wsj_2276.mrg|72|11"|By 10:25 , [ the Dow ] had turned up for the day , prompting cheers on trading desks and exchange floors .|Dow|sg|NNP|||S|[]|[]|False|[]|[u'have', u'turn']|[]|['10:25', ',']|NN|True|False|False|0|False|||had||0.15|ZERO|THE
9184|THE|"data/parsed/22/wsj_2276.mrg|74|18"|`` It was bedlam on [ the upside , '' ] said one Big Board specialist .|upside|sg|NN|[u'side.n.04']||PP|"[',', ""''""]"|[]|False|"[',', ""''""]"|[u'say', 'one']|[]|['bedlam', 'on']|NN|False|False|False|0|False|||was|False|0.416666666667|ZERO|THE
9203|THE|"data/parsed/22/wsj_2276.mrg|79|24"|Asked what stocks the computer bought , [ the money manager ] says , `` I do n't know . ''|manager|sg|NN|[u'administrator.n.01']||S|[]|['NN']|False|[]|[u'say', ',']|['money']|[u'buy', ',']|NN|False|False|False|0|False|||says|False|0.411764705882|ZERO|THE
9211|THE|"data/parsed/22/wsj_2276.mrg|81|53"|The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after [ the trading ] in S&P 100 stock-index options was halted Friday .|trading|sg|NN|[u'commerce.n.01']||NP|[]|[]|True|[]|['in', 'S&P']|[]|['heavy', 'after']|NN|False|True|False|5|False|PP|in|was|True|0.655172413793|ZERO|THE
9223|THE|"data/parsed/22/wsj_2276.mrg|83|21"|Over the weekend , clearing firms told [ the Chicago market makers ] to get out of their positions at any cost Monday morning .|maker|pl|NN|[u'creator.n.02']||VP|[]|['NNP', 'NN']|True|[]|['to', 'get']|['Chicago', 'market']|[u'firm', u'tell']|NN|False|False|False|0|False|||told|True|0.35|ZERO|THE
9233|THE|"data/parsed/22/wsj_2276.mrg|85|48"|Meanwhile , a test of the stock market 's rally came at about 2 p.m. , with [ the Dow ] at 2600 , up 31 points on the day .|Dow|sg|NNP|||NP|[]|[]|False|[]|['at', '<number>']|[]|[',', 'with']|NN|True|True|False|3|False|PP|at|came||0.607142857143|ZERO|THE
9242|THE|"data/parsed/22/wsj_2276.mrg|86|45"|Charles Clough , a strategist at Merrill Lynch , says bargain hunting had explained [ the Dow 's ] strength up to that point and that many market professionals were anticipating a drop in the Dow .|Dow|sg|NNP|||NPB|['POS']|[]|True|"[""'s""]"|['strength', 'up']|[]|[u'have', u'explain']|NN|True|False|False|0|False|||had||0.424242424242|ZERO|THE
9246|THE|"data/parsed/22/wsj_2276.mrg|86|93"|Charles Clough , a strategist at Merrill Lynch , says bargain hunting had explained the Dow 's strength up to that point and that many market professionals were anticipating a drop in [ the Dow . ]|Dow|sg|NNP|||PP|['.']|[]|True|['.']|[]|[]|['drop', 'in']|NN|True|False|False|0|False|||were||0.969696969697|ZERO|THE
9292|THE|"data/parsed/22/wsj_2276.mrg|95|49"|Ralph Holzfaster , a farmer and farm-supply store operator in Ogallala , Neb. , says of [ the last few days events , `` ] If anything good comes out of this , it might be that it puts some of these LBOs on the skids . ''|event|pl|NN|[u'psychological_feature.n.01']||PP|[',', '``']|['JJ', 'JJ', 'NNS']|True|[',', '``']|['If', 'anything']|['last', 'few', u'day']|[u'say', 'of']|NN|False|False|False|0|False|||might|True|0.4|ZERO|THE
9299|THE|"data/parsed/22/wsj_2276.mrg|95|123"|Ralph Holzfaster , a farmer and farm-supply store operator in Ogallala , Neb. , says of the last few days events , `` If anything good comes out of this , it might be that it puts some of these LBOs on [ the skids . '' ]|skid|pl|NN|[u'board.n.02']||PP|"['.', ""''""]"|[]|False|"['.', ""''""]"|[]|[]|['LBOs', 'on']|NN|False|False|False|0|False|||puts|False|0.976744186047|ZERO|THE
9315|THE|"data/parsed/22/wsj_2277.mrg|1|68"|Skipper 's Inc. , Bellevue , Wash. , said it signed a definitive merger agreement for a National Pizza Corp. unit to acquire [ the 90.6 % ] of Skipper 's Inc. it does n't own for $ 11.50 a share , or about $ 28.1 million .|%|sg|NN|||NP|[]|['CD']|False|[]|['of', 'Skipper']|['<number>']|['to', 'acquire']|NN|False|True|False|4|True|PP|of|to|False|0.522727272727|ZERO|THE
9401|THE|"data/parsed/22/wsj_2278.mrg|5|78"|Secretary of State Baker , in a foreign policy speech , called for the reunification of Germany , saying it was the `` legitimate right '' of [ the German people . ]|people|pl|NN|[u'group.n.01']||PP|['.']|['JJ']|False|['.']|[]|['German']|"[""''"", 'of']"|NN|False|False|False|0|False|||was|False|0.964285714286|ZERO|THE
9426|THE|"data/parsed/22/wsj_2278.mrg|9|3"|[ The curbs ] would cover all but a small percentage of flights , and represent an expansion of the current ban on flights of less than two hours .|curb|pl|NN|[u'edge.n.03']||S|[]|[]|False|[]|['would', 'cover']|[]|[]|NN|False|False|False|0|False|||would|False|0.0|ZERO|THE
9448|THE|"data/parsed/22/wsj_2278.mrg|11|67"|Wallach , an associate of ex-Attorney General Meese , was found guilty in August of taking $ 425,000 in illegal payoffs from [ the now-defunct defense contractor . ]|contractor|sg|NN|[u'builder.n.03']||PP|['.']|['JJ', 'NN']|False|['.']|[]|['now-defunct', 'defense']|[u'payoff', 'from']|NN|False|False|False|0|False|||taking|False|0.95652173913|ZERO|THE
9450|THE|"data/parsed/22/wsj_2278.mrg|12|11"|NASA resumed [ the countdown ] for today 's launch of the space shuttle Atlantis , and a federal appeals court in Washington dismissed a lawsuit by anti-nuclear groups to delay the flight because the plutonium-powered Galileo space probe was aboard .|countdown|sg|NN|[u'count.n.02']||NP|[]|[]|False|[]|['for', 'today']|[]|['NASA', u'resume']|NN|False|True|False|10|False|PP|for|resumed|False|0.0512820512821|ZERO|THE
9463|THE|"data/parsed/22/wsj_2278.mrg|13|40"|The space agency said it did n't expect weather or protesters to block [ the liftoff . ]|liftoff|sg|NN|[u'rise.n.04']||VP|['.']|[]|False|['.']|[]|[]|['to', 'block']|NN|False|False|False|0|False|||to|False|0.928571428571|ZERO|THE
9487|THE|"data/parsed/22/wsj_2278.mrg|18|35"|Five African nations , however , said they would continue selling [ the valuable tusks . ]|tusk|pl|NN|[u'dentine.n.01']||VP|['.']|['JJ']|False|['.']|[]|['valuable']|['continue', u'sell']|NN|False|False|False|0|False|||selling|False|0.916666666667|ZERO|THE
9503|THE|"data/parsed/22/wsj_2278.mrg|22|3"|[ The Egyptian president ] said he would visit Libya today to resume the talks .|president|sg|NN|[u'corporate_executive.n.01']||S|[]|['JJ']|False|[]|[u'say', 'he']|['Egyptian']|[]|NN|False|False|False|0|False|||said|False|0.0|ZERO|THE
9507|THE|"data/parsed/22/wsj_2278.mrg|22|37"|The Egyptian president said he would visit Libya today to resume [ the talks . ]|talk|pl|NN|[u'discussion.n.02']||VP|['.']|[]|True|['.']|[]|[]|['to', 'resume']|NN|False|False|False|0|False|||to|True|0.916666666667|ZERO|THE
9517|THE|"data/parsed/22/wsj_2278.mrg|25|12"|Differences remained between [ the North and South Korean governments , ] however , over conditions for the exchanges .|government|pl|NN|[u'polity.n.02']||PP|[',']|['JJ', 'CC', 'JJ', 'JJ']|False|[',']|['however', ',']|['North', 'and', 'South', 'Korean']|[u'remain', 'between']|NN|False|False|False|0|False|||remained|False|0.25|ZERO|THE
9519|THE|"data/parsed/22/wsj_2278.mrg|25|43"|Differences remained between the North and South Korean governments , however , over conditions for [ the exchanges . ]|exchange|pl|NN|[u'chemical_phenomenon.n.01']||PP|['.']|[]|False|['.']|[]|[]|[u'condition', 'for']|NN|False|False|False|0|False|||remained|False|0.9375|ZERO|THE
9583|THE|"data/parsed/22/wsj_2278.mrg|35|36"|A spokesman said the guerrillas would present a cease-fire proposal during [ the negotiations ] in Costa Rica that includes constitutional and economic changes .|negotiation|pl|NN|[u'discussion.n.02']||NP|[]|[]|False|[]|['in', 'Costa']|[]|['proposal', 'during']|NN|False|True|False|3|False|PP|in|would|False|0.5|ZERO|THE
9684|THE|"data/parsed/22/wsj_2280.mrg|9|19"|But he kept Fruit of [ the Loom Inc. , ] the underwear maker that he still controls and serves as chairman and chief executive .|Inc.|sg|NNP|||NP|[',']|['NNP']|True|[',']|['underwear']|['Loom']|['Fruit', 'of']|NN|True|True|False|15|False|NP|the|kept||0.238095238095|ZERO|THE
9726|THE|"data/parsed/22/wsj_2281.mrg|1|57"|Britain 's Blue Arrow PLC intends to change its name to Manpower PLC and write off a chunk of [ the nearly $ 1.2 billion ] in good will realized in the takeover of U.S.-based Manpower Inc .|RB||QP|[u'metallic_element.n.01']||NP|[]|[]|False|[]|['in', 'good']|[]|['chunk', 'of']|QP|False|True|False|12|False|PP|in|to||0.59375|ZERO|THE
9738|THE|"data/parsed/22/wsj_2281.mrg|3|13"|Mr. Fromstein disclosed [ the planned steps , ] expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .|step|pl|NN|[u'stairway.n.01']||S|[',']|['JJ']|True|[',']|[u'expect', 'within']|['planned']|['Fromstein', u'disclose']|NN|False|False|False|0|False|||expected|True|0.125|ZERO|THE
9763|THE|"data/parsed/22/wsj_2281.mrg|7|3"|[ The moves ] also could erase shareholders ' perception of Blue Arrow as a company in turmoil .|move|pl|NN|[u'decision.n.01']||S|[]|[]|False|[]|['also', 'could']|[]|[]|NN|False|False|False|0|False|||could|False|0.0|ZERO|THE
9792|THE|"data/parsed/22/wsj_2281.mrg|10|86"|In a widely publicized boardroom coup , Mr. Fromstein ousted Antony Berry as Blue Arrow chief executive in January , a month after Mr. Berry had forced Mr. Fromstein out as [ the $ 1 million-a-year chief ] of Milwaukee-based Manpower .|chief|sg|NN|[u'leader.n.01']||NP|[]|['$', 'CD', 'JJ']|False|[]|['of', 'Milwaukee-based']|['$', '<number>', 'million-a-year']|['out', 'as']|NN|False|True|False|4|True|PP|of|out|True|0.861111111111|ZERO|THE
9816|THE|"data/parsed/22/wsj_2281.mrg|14|40"|Under British rules , Blue Arrow was able to write off at once [ the $ 1.15 billion ] in good will arising from the purchase .|$||QP|||NP|[]|[]|True|[]|['in', 'good']|[]|['at', 'once']|QP|False|True|False|8|False|PP|in|to||0.590909090909|ZERO|THE
9821|THE|"data/parsed/22/wsj_2281.mrg|15|33"|As a U.S.-based company , Blue Arrow would have to amortize [ the good will ] over as many as 40 years , creating a continuing drag on reported earnings .|will|sg|NN|[u'faculty.n.01']||VP|[]|['JJ']|True|[]|['over', 'as']|['good']|['to', 'amortize']|NN|False|False|False|0|False|||to|True|0.407407407407|ZERO|THE
9853|THE|"data/parsed/22/wsj_2281.mrg|19|108"|The British version shows `` a handful of pounds of net worth '' following the 1987 write-off of good will , while the American version reflects `` $ 1 billion of net worth because almost none of -LCB- [ the good will ] -RCB- has been written off . ''|will|sg|NN|[u'faculty.n.01']||PRN|[]|['JJ']|True|[]|['-RCB-', u'have']|['good']|['of', '-LCB-']|NN|False|False|False|0|False|||has|True|0.826086956522|ZERO|THE
9931|THE|"data/parsed/22/wsj_2282.mrg|6|57"|Last year 's earnings of $ 1.3 million , including $ 815,000 from a restructuring gain , were far below [ the year-earlier $ 8.4 million . ]|$||QP|||PP|[]|['JJ']|True|[]|[]|['year-earlier']|['far', 'below']|QP|False|False|False|0|False|||were||0.952380952381|ZERO|THE
9948|THE|"data/parsed/22/wsj_2282.mrg|9|36"|The answer will help determine whether Applied continues to reach [ the ambitious goals ] set by Mr. Sim .|goal|pl|NN|[u'content.n.05']||NP|[]|['JJ']|False|[]|['set', 'by']|['ambitious']|['to', 'reach']|NN|False|True|False|5|False|VP|set|to|False|0.625|ZERO|THE
9988|THE|"data/parsed/22/wsj_2282.mrg|15|39"|In Barry Wright , Mr. Sim sees a situation `` very similar '' to [ the one ] he faced when he joined Applied as president and chief operating officer in 1985 .|one||CD|[u'digit.n.01']||NP|[]|[]|False|[]|['he', u'face']|[]|"[""''"", 'to']"|CD|False|True|False|15|False|SBAR|he|sees||0.466666666667|ZERO|THE
9997|THE|"data/parsed/22/wsj_2282.mrg|16|33"|Applied , then a closely held company , was stagnating under [ the management ] of its controlling family .|management|sg|NN|[u'social_control.n.01']||NP|[]|[]|False|[]|['of', 'its']|[]|[u'stagnate', 'under']|NN|False|True|False|5|True|PP|of|was|False|0.647058823529|ZERO|THE
10038|THE|"data/parsed/22/wsj_2282.mrg|24|37"|When he came to Applied , `` I did n't have [ the power ] to execute as I do today , '' he says S .|power|sg|NN|[u'quality.n.01']||NP|[]|[]|False|[]|['to', 'execute']|[]|"[""n't"", 'have']"|NN|False|True|False|8|False|S|to|did|False|0.458333333333|ZERO|THE
